Index,Year,Player,Pos,Age,Tm,G,GS,MP,MPG,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
45,1982,Kenny Carr,PF,26,TOT,74,48,1926,26,14.7,0.543,0.014,0.436,9.2,22.4,15.5,6.5,1.6,0.6,15.6,20.6,1.3,1.6,2.9,0.073,-1,-0.6,-1.6,0.2,348,692,0.503,1,10,0.1,347,682,0.509,0.504,198,302,0.656,167,364,531,86,64,22,152,249,895
48,1982,M.L. Carr,SF,31,BOS,56,27,1296,23,11.9,0.495,0.042,0.284,4.9,7.8,6.4,12.6,2.4,0.9,12,16.2,1,1.8,2.8,0.103,-0.5,1.3,0.8,0.9,184,409,0.45,5,17,0.294,179,392,0.457,0.456,82,116,0.707,56,94,150,128,67,21,63,136,455
49,1982,Joe Barry,C,23,GSW,76,75,2627,35,15.9,0.557,0.001,0.318,8.6,17.9,13.1,3.4,1.2,2.7,15.1,20.9,2.6,2.9,5.5,0.1,-0.8,0.2,-0.6,0.9,527,1016,0.519,0,1,0,527,1015,0.519,0.519,235,323,0.728,210,423,633,64,64,127,206,265,1289
50,1982,Butch Carter,SG,23,IND,75,0,1035,14,11.1,0.511,0.062,0.174,3.1,5.3,4.1,8.8,1.6,0.6,11.1,19.6,0.3,0.9,1.3,0.059,-2.2,-1.6,-3.8,-0.5,188,402,0.468,8,25,0.32,180,377,0.477,0.478,58,70,0.829,30,49,79,60,34,11,54,110,442
51,1982,Reggie Carter,SG,24,NYK,75,1,923,12,9.4,0.479,0,0.286,4.3,7.6,5.9,18.5,1.9,0.4,19.8,17.6,-0.3,0.6,0.3,0.016,-3.2,-1.3,-4.5,-0.6,119,280,0.425,0,0,0,119,280,0.425,0.425,64,80,0.8,35,60,95,130,36,6,78,124,302
52,1982,Bill Cartwright,C,24,NYK,72,50,2060,29,16.3,0.616,0,0.486,6.3,17.3,11.7,6,1.1,1.8,16.5,20.2,3.2,1.8,5,0.116,-0.2,-0.5,-0.7,0.7,390,694,0.562,0,0,0,390,694,0.562,0.562,257,337,0.763,116,305,421,87,48,65,166,208,1037
53,1982,Harvey Catchings,PF,30,MIL,80,9,1603,20,8.1,0.45,0,0.308,9.6,15.6,12.7,7.2,1.3,4.8,27,8.9,-0.6,3,2.3,0.07,-3.6,4.4,0.9,1.2,94,224,0.42,0,0,0,94,224,0.42,0.42,41,69,0.594,129,227,356,97,42,134,94,237,229
54,1982,Bobby Cattage,PF,23,UTA,49,0,337,7,10.5,0.49,0.015,0.304,6.9,16.6,11.6,2.8,1,0,10.5,20.3,0.1,0.1,0.2,0.028,-4,-4.4,-8.4,-0.5,60,135,0.444,0,2,0,60,133,0.451,0.444,30,41,0.732,22,51,73,7,7,0,18,58,150
55,1982,Tom Chambers,PF,22,SDC,81,58,2682,33,15,0.553,0.002,0.434,9.1,16,12.5,7.9,1,1,14.9,22.4,2.9,0.4,3.3,0.059,0.3,-1.7,-1.4,0.4,554,1056,0.525,0,2,0,554,1054,0.526,0.525,284,458,0.62,211,350,561,146,58,46,220,341,1392
56,1982,Maurice Cheeks,PG,25,PHI,79,79,2498,32,18.3,0.57,0.033,0.325,2.4,8.5,5.6,34.7,4,0.8,19.2,16,4.6,4,8.6,0.166,2,1.3,3.3,3.3,352,676,0.521,6,22,0.273,346,654,0.529,0.525,171,220,0.777,51,197,248,667,209,33,184,247,881
57,1982,Jim Chones,C,32,WSB,59,13,867,15,8.6,0.481,0,0.269,5,18.1,11.7,9.6,0.8,2.1,17.7,11.2,0,1.4,1.4,0.076,-4.1,2.7,-1.4,0.1,74,171,0.433,0,0,0,74,171,0.433,0.433,36,46,0.783,39,146,185,64,15,32,41,114,184
58,1982,Don Collins,SG,23,WSB,79,18,1609,20,15.1,0.543,0.018,0.259,7,6.3,6.7,14.2,2.7,0.8,15.7,22.4,0.9,2.5,3.4,0.101,0.3,1.1,1.5,1.4,334,653,0.511,1,12,0.083,333,641,0.52,0.512,121,169,0.716,101,95,196,148,89,24,135,195,790
59,1982,Darwin Cook,PG,23,NJN,82,17,2090,25,13.7,0.514,0.039,0.202,2.8,5.6,4.2,21.8,3.3,0.7,16.7,20,0.7,3.2,3.9,0.089,-0.8,0.8,-0.1,1,387,803,0.482,7,31,0.226,380,772,0.492,0.486,118,162,0.728,52,103,155,319,146,24,175,196,899
60,1982,Jeff Cook,PF,25,PHO,76,22,1298,17,10.2,0.469,0.006,0.374,9.8,15.7,12.8,10,1.4,1,16.1,15.8,0,2,2,0.073,-2.8,0.9,-2,0,151,358,0.422,0,2,0,151,356,0.424,0.422,89,134,0.664,112,189,301,100,37,23,80,174,391
61,1982,Joe Cooper,C,24,NJN,1,0,11,11,1.3,0.5,0,0,10.2,10.4,10.3,0,0,0,33.3,10.9,0,0,0,-0.026,-7.3,-3.3,-10.6,0,1,2,0.5,0,0,0,1,2,0.5,0.5,0,0,0,1,1,2,0,0,0,1,2,2
62,1982,Michael Cooper,SG,25,LAL,76,14,2197,29,14.3,0.556,0.023,0.231,4.3,8.8,6.7,12.9,2.5,1.5,15.6,17.5,2.4,2.6,5,0.109,0.1,1.2,1.2,1.8,383,741,0.517,2,17,0.118,381,724,0.526,0.518,139,171,0.813,84,185,269,230,120,61,151,216,907
63,1982,Wayne Cooper,C,25,DAL,76,38,1818,24,13.8,0.461,0.012,0.239,12.1,22.8,17.3,9,1,3.4,10.6,18.7,0.9,1.9,2.9,0.076,-1.6,1.1,-0.6,0.7,281,669,0.42,1,8,0.125,280,661,0.424,0.421,119,160,0.744,200,350,550,115,37,106,88,285,682
64,1982,Hollis Copeland,SF,26,NYK,18,0,118,7,7.5,0.455,0,0.158,2.9,2,2.4,10.1,1.6,1,9,15.6,0,0.1,0.1,0.029,-3.7,-2.4,-6.1,-0.1,16,38,0.421,0,0,0,16,38,0.421,0.421,5,6,0.833,3,2,5,9,4,2,4,19,37
65,1982,Dave Corzine,C,25,SAS,82,21,2189,27,14.9,0.561,0.006,0.329,10.3,20.5,15.4,7.6,0.7,3.2,15.8,16,2.6,2.5,5.2,0.113,-0.2,1.6,1.4,1.9,336,648,0.519,1,4,0.25,335,644,0.52,0.519,159,213,0.746,211,418,629,130,33,126,139,235,832
66,1982,Charlie Criss,PG,33,TOT,55,20,1392,25,13.3,0.524,0.058,0.319,1.1,5.9,3.4,19.2,1.5,0.3,12.6,19.5,1.6,0.4,2.1,0.072,-0.5,-2.5,-3,-0.4,222,498,0.446,10,29,0.345,212,469,0.452,0.456,141,159,0.887,13,69,82,187,44,6,82,96,595
69,1982,Geoff Crompton,C,26,MIL,35,1,203,6,3.6,0.363,0,0.469,5.9,16.9,11.6,7.6,1.4,3.4,30.6,11.3,-0.4,0.4,0,-0.011,-7.4,2.8,-4.5,-0.1,11,32,0.344,0,0,0,11,32,0.344,0.344,6,15,0.4,10,31,41,13,6,12,17,39,28
70,1982,Pat Cummings,PF,25,MIL,78,7,1132,15,11.1,0.537,0.005,0.212,6.4,17.9,12.4,12.5,0.9,0.5,18.7,21,0.1,1.7,1.8,0.078,-2.7,-0.5,-3.3,-0.4,219,430,0.509,0,2,0,219,428,0.512,0.509,67,91,0.736,61,184,245,99,22,9,108,227,505
71,1982,Earl Cureton,PF,24,PHI,66,8,956,14,12.8,0.502,0.007,0.307,11.1,20.3,15.9,4.4,1.5,1.6,11.2,17,0.6,1.5,2.1,0.103,-2.1,-0.3,-2.4,-0.1,149,306,0.487,0,2,0,149,304,0.49,0.487,51,94,0.543,90,180,270,32,31,27,44,142,349
72,1982,Bob Dandridge,SF,34,MIL,11,0,174,16,5.2,0.416,0,0.309,2.7,8.3,5.6,9.7,1.4,0.7,15,17.4,-0.2,0.2,0,0.003,-5.7,-0.7,-6.4,-0.2,21,55,0.382,0,0,0,21,55,0.382,0.382,10,17,0.588,4,13,17,13,5,2,11,25,52
73,1982,Adrian Dantley,SF,25,UTA,81,81,3222,40,24.2,0.631,0.002,0.516,7.6,9.6,8.6,15.5,1.4,0.2,13.3,27.9,11.9,0.7,12.6,0.187,6.6,-2,4.6,5.3,904,1586,0.57,1,3,0.333,903,1583,0.57,0.57,648,818,0.792,231,283,514,324,95,14,299,252,2457
74,1982,Brad Davis,PG,26,DAL,82,82,2614,32,14.5,0.569,0.064,0.298,1.5,8.6,4.9,27.5,1.4,0.1,15.4,16.2,4.4,1,5.4,0.1,1,-1.8,-0.8,0.8,397,771,0.515,14,49,0.286,383,722,0.53,0.524,185,230,0.804,35,191,226,509,73,6,159,218,993
75,1982,Charles Davis,SF,23,WSB,54,10,575,11,10.7,0.514,0.011,0.201,10.5,14.8,12.6,7.7,0.8,1.3,17.7,17.7,0,0.8,0.9,0.072,-2.8,0.5,-2.3,0,88,184,0.478,0,2,0,88,182,0.484,0.478,30,37,0.811,54,79,133,31,10,13,43,89,206
76,1982,Johnny Davis,SG,26,IND,82,70,2664,32,15.2,0.526,0.023,0.342,2.9,4.4,3.6,20.4,1.4,0.2,12.3,23.7,3,2.1,5.1,0.091,0.7,-1.9,-1.2,0.5,538,1153,0.467,5,27,0.185,533,1126,0.473,0.469,315,394,0.799,72,106,178,346,76,11,186,176,1396
77,1982,Ron Davis,SF,27,SDC,7,0,67,10,6.6,0.416,0,0.24,12.1,11,11.6,8,0,0,15.3,19.8,-0.1,0,-0.1,-0.066,-4.1,-4.3,-8.4,-0.1,10,25,0.4,0,0,0,10,25,0.4,0.4,3,6,0.5,7,6,13,4,0,0,5,8,23
78,1982,Walter Davis,SF,27,PHO,55,12,1182,21,18.3,0.553,0.024,0.166,2,7.5,4.8,23.3,1.9,0.1,13.5,29,1.2,1.4,2.7,0.109,1,-2.3,-1.2,0.2,350,669,0.523,3,16,0.188,347,653,0.531,0.525,91,111,0.82,21,82,103,162,46,3,112,104,794
79,1982,Darryl Dawkins,C,25,PHI,48,36,1124,23,15,0.601,0.005,0.447,7.1,22.8,15.3,6.7,0.8,2.8,17.9,19.8,1.1,1.8,2.9,0.122,-1.5,0.6,-0.9,0.3,207,367,0.564,0,2,0,207,365,0.567,0.564,114,164,0.695,68,237,305,55,19,55,96,193,528
80,1982,Larry Demic,PF,24,NYK,48,0,356,7,5.7,0.459,0.012,0.47,9.1,16.4,12.7,5,0.5,1,20.6,14.6,-0.4,0.2,-0.1,-0.017,-5.2,-1.5,-6.6,-0.4,39,83,0.47,0,1,0,39,82,0.476,0.47,14,39,0.359,29,50,79,14,4,6,26,65,92
81,1982,Kenny Dennard,PF,23,KCK,30,3,607,20,11.1,0.541,0,0.331,8.5,16.3,12.3,8.6,2.7,0.8,20.2,11.7,0.3,0.8,1.1,0.084,-1.3,2.5,1.2,0.5,62,121,0.512,0,0,0,62,121,0.512,0.512,26,40,0.65,47,86,133,42,35,8,35,81,150
82,1982,Coby Dietrick,C,33,CHI,74,0,999,14,10.8,0.496,0.005,0.27,7.5,13.6,10.7,11.5,2.4,1.7,16.4,11.2,0.5,1.1,1.7,0.08,-1.6,1.9,0.3,0.6,92,200,0.46,0,1,0,92,199,0.462,0.46,38,54,0.704,63,125,188,87,49,30,44,131,222
83,1982,Mickey Dillard,PG,23,CLE,33,0,221,7,7,0.41,0.051,0.291,2.9,4.9,3.8,21.1,1.8,0.5,16,19.8,-0.3,0,-0.2,-0.051,-4.4,-3,-7.4,-0.3,29,79,0.367,0,4,0,29,75,0.387,0.367,15,23,0.652,6,9,15,34,8,2,17,40,73
84,1982,James Donaldson,C,24,SEA,82,1,1710,21,16,0.63,0,0.573,9.1,21.6,15.6,4.1,0.8,4.5,18,15.5,2.2,3.4,5.6,0.156,-1.6,2.2,0.6,1.1,255,419,0.609,0,0,0,255,419,0.609,0.609,151,240,0.629,138,352,490,51,27,139,115,186,661
85,1982,John Douglas,SG,25,SDC,64,9,1031,16,12.1,0.515,0.152,0.262,3,7.5,5.2,19.6,2.2,0.5,17.5,20.8,0.3,0.2,0.5,0.022,-0.9,-2.5,-3.3,-0.3,181,389,0.465,18,59,0.305,163,330,0.494,0.488,67,102,0.657,27,63,90,146,48,9,92,147,447
86,1982,Leon Douglas,C,27,KCK,63,17,1093,17,6.5,0.491,0,0.571,11.1,18.9,14.9,3.8,0.6,2,23.9,8.6,-0.1,1.1,1,0.044,-3.4,1.3,-2.1,0,70,140,0.5,0,0,0,70,140,0.5,0.5,32,80,0.4,111,179,290,35,15,38,55,210,172
87,1982,John Drew,SF,27,ATL,70,51,2040,29,18.1,0.553,0.013,0.513,9.3,11.5,10.4,8.1,1.6,0.1,13.2,28.7,3.2,2.4,5.5,0.13,1.4,-1.6,-0.1,1,465,957,0.486,4,12,0.333,461,945,0.488,0.488,364,491,0.741,169,206,375,96,64,3,178,250,1298
88,1982,Larry Drew,PG,23,KCK,81,19,1973,24,15.3,0.52,0.036,0.25,1.7,7,4.2,29.3,2.6,0,17.2,21,1.3,1.7,3,0.074,-0.1,-1.3,-1.4,0.3,358,757,0.473,8,27,0.296,350,730,0.479,0.478,150,189,0.794,30,119,149,419,110,1,174,150,874
89,1982,Terry Duerod,SG,25,BOS,21,0,146,7,12.5,0.438,0.013,0.156,4.6,6.6,5.7,11.9,1,0.4,2.4,23.1,0.1,0.1,0.2,0.071,-1.8,-2.9,-4.8,-0.1,34,77,0.442,0,1,0,34,76,0.447,0.442,4,12,0.333,6,9,15,12,3,1,2,9,72
90,1982,Mike Dunleavy,SG,27,HOU,70,15,1315,19,13.2,0.524,0.191,0.236,1.9,7,4.4,23.7,1.7,0.1,13.9,17.9,1.8,0.7,2.6,0.093,0.3,-2.2,-1.8,0.1,206,450,0.458,33,86,0.384,173,364,0.475,0.494,75,106,0.708,24,80,104,227,45,3,80,161,520
91,1982,T.R. Dunn,SG,26,DEN,82,80,2519,31,12.1,0.559,0.002,0.427,9.2,14.4,11.9,8.3,2.3,0.7,17,10.9,2.9,1.1,4,0.076,1.2,1.1,2.3,2.7,258,504,0.512,0,1,0,258,503,0.513,0.512,153,215,0.712,211,348,559,188,135,36,123,210,669
92,1982,John Duren,PG,23,UTA,79,9,1056,13,7,0.478,0.041,0.138,1.4,7.3,4.3,18.2,0.9,0.2,20.2,13.5,-0.3,0,-0.3,-0.013,-3.9,-2.7,-6.5,-1.2,121,268,0.451,3,11,0.273,118,257,0.459,0.457,27,37,0.73,14,70,84,157,20,4,72,143,272
93,1982,Craig Dykema,SF,22,PHO,32,0,103,3,11.1,0.525,0.108,0.243,3.3,9.4,6.4,20.2,0.9,0,14.6,19.2,0.1,0.1,0.2,0.095,-2,-2.6,-4.6,-0.1,17,37,0.459,2,4,0.5,15,33,0.455,0.486,7,9,0.778,3,9,12,15,2,0,7,19,43
94,1982,Franklin Edwards,PG,22,PHI,42,3,291,7,13.7,0.463,0.06,0.18,4,6.3,5.2,22.5,2.6,1,12.9,26.6,-0.1,0.4,0.2,0.041,-1.9,-1.8,-3.7,-0.1,65,150,0.433,0,9,0,65,141,0.461,0.433,20,27,0.741,10,17,27,45,16,5,24,37,150
95,1982,James Edwards,C,26,CLE,77,75,2539,33,15.8,0.545,0.004,0.328,7.9,18.6,12.9,7.4,0.5,2.6,12.1,21.8,3,1.3,4.3,0.08,0,-0.6,-0.6,0.9,528,1033,0.511,0,4,0,528,1029,0.513,0.511,232,339,0.684,189,392,581,123,24,117,162,347,1288
