Index,Year,Player,Pos,Age,Tm,G,GS,MP,MPG,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
13486,2010,David Andersen,C,29,HOU,63,0,891,14,12.1,0.497,0.229,0.197,6.7,20.6,13.4,8.1,0.9,1,9.1,20.2,0.4,0.9,1.3,0.07,-2.5,-1.3,-3.8,-0.4,147,340,0.432,27,78,0.346,120,262,0.458,0.472,46,67,0.687,54,154,208,44,15,12,37,119,367
13487,2010,Antonio Anderson,SF,24,OKC,1,0,15,15,-1.7,0.333,0,0,7.9,0,3.8,0,0,0,25,12,0,0,0,-0.104,-8.2,-3.1,-11.4,0,1,3,0.333,0,0,0,1,3,0.333,0.333,0,0,0,1,0,1,0,0,0,1,1,2
13488,2010,Ryan Anderson,PF,21,ORL,63,6,911,14,18.1,0.574,0.544,0.211,9.2,16.2,12.8,7.1,1.4,1.1,11.7,24.4,1.7,1.4,3.1,0.161,2.3,-1,1.3,0.8,169,388,0.436,78,211,0.37,91,177,0.514,0.536,71,82,0.866,70,132,202,37,25,14,56,81,487
13489,2010,Carmelo Anthony,SF,25,DEN,69,69,2634,38,22.2,0.548,0.125,0.407,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,5.6,2.4,7.9,0.145,2.7,-1.3,1.4,2.3,688,1502,0.458,59,187,0.316,629,1315,0.478,0.478,508,612,0.83,152,302,454,222,88,30,209,225,1943
13490,2010,Joel Anthony,C,27,MIA,80,16,1322,17,10.2,0.546,0,0.579,11,11.1,11.1,1.3,0.8,6.7,18.4,8.7,1,2,3.1,0.111,-3.1,3.5,0.4,0.8,76,159,0.478,0,0,0,76,159,0.478,0.478,66,92,0.717,123,126,249,12,20,109,45,158,218
13491,2010,Gilbert Arenas,PG,28,WAS,32,32,1169,37,18.7,0.511,0.294,0.336,1.6,11.6,6.5,36.3,1.8,0.6,14.2,31.9,0.9,0.9,1.8,0.072,3.8,-1.3,2.5,1.3,253,616,0.411,63,181,0.348,190,435,0.437,0.462,153,207,0.739,17,116,133,230,41,9,117,95,722
13492,2010,Trevor Ariza,SF,24,HOU,72,71,2629,37,13.3,0.488,0.407,0.228,3.3,14.7,8.8,16.7,2.4,1.1,12.8,21.2,0.1,3.1,3.2,0.058,0,1.3,1.3,2.2,394,999,0.394,136,407,0.334,258,592,0.436,0.462,148,228,0.649,78,325,403,276,126,40,161,162,1072
13493,2010,Hilton Armstrong,PF-C,25,TOT,33,0,335,10,6.9,0.381,0.013,0.405,9.2,19.2,14.1,8.8,2.3,2.7,19.1,15.5,-0.5,0.4,-0.1,-0.017,-6.1,2,-4,-0.2,28,79,0.354,0,1,0,28,78,0.359,0.354,15,32,0.469,27,54,81,21,15,12,22,59,71
13497,2010,Carlos Arroyo,PG,30,MIA,72,35,1585,22,12.3,0.529,0.067,0.24,1.9,7.7,4.8,22.2,1.2,0.3,11.5,13.9,2.2,1.5,3.7,0.113,-1.2,-0.8,-2,0,178,375,0.475,7,25,0.28,171,350,0.489,0.484,76,90,0.844,26,104,130,225,36,6,54,102,439
13498,2010,Darrell Arthur,PF,21,MEM,32,1,457,14,10.5,0.449,0.007,0.205,9.4,18.7,14,4.9,1.6,2.3,12.1,17.4,-0.1,0.4,0.3,0.031,-3.9,-0.4,-4.3,-0.3,63,146,0.432,0,1,0,63,145,0.434,0.432,17,30,0.567,37,73,110,15,14,14,22,60,143
13499,2010,Chucky Atkins,PG,35,DET,40,11,644,16,8.3,0.477,0.465,0.172,0.9,4.8,2.7,21.6,1.4,0,15.9,14.4,0.2,0.1,0.2,0.017,-2.1,-3.7,-5.8,-0.6,57,157,0.363,22,73,0.301,35,84,0.417,0.433,25,27,0.926,5,24,29,91,17,0,32,53,161
13500,2010,D.J. Augustin,PG,22,CHA,80,2,1472,18,11.2,0.516,0.409,0.301,0.9,6.9,4,21.7,1.6,0.3,13.1,17.9,1.1,1.7,2.8,0.092,-0.9,-1.6,-2.6,-0.2,168,435,0.386,70,178,0.393,98,257,0.381,0.467,102,131,0.779,11,86,97,193,45,5,74,127,508
13501,2010,Jeff Ayres,C,22,POR,39,4,405,10,12.1,0.705,0,0.308,7.6,22.5,15,0.4,0.9,3.2,14,10.1,0.8,0.6,1.3,0.156,-2.5,-0.4,-2.9,-0.1,43,65,0.662,0,0,0,43,65,0.662,0.662,18,20,0.9,25,73,98,1,7,16,12,76,104
13502,2010,Kelenna Azubuike,SF,26,GSW,9,7,231,26,19.8,0.623,0.307,0.318,5.7,14.2,9.9,6.8,1,2.8,6.5,19.9,0.6,0.1,0.7,0.148,1.9,-2,0,0.1,48,88,0.545,10,27,0.37,38,61,0.623,0.602,19,28,0.679,12,29,41,10,5,9,7,16,125
13503,2010,Renaldo Balkman,SF,25,DEN,13,1,91,7,6.6,0.339,0.389,0.333,5.1,23.9,14.6,10.6,4.5,1.7,22.5,13,-0.2,0.2,0,-0.001,-5.2,4,-1.1,0,6,18,0.333,0,7,0,6,11,0.545,0.333,2,6,0.333,4,19,23,7,8,2,6,16,14
13504,2010,Marcus Banks,PG,28,TOR,22,0,244,11,15.3,0.635,0.329,0.397,1.5,9.4,5.6,16.4,2.5,0.6,18.9,19.8,0.4,0.1,0.5,0.095,1.1,-1.8,-0.7,0.1,39,73,0.534,7,24,0.292,32,49,0.653,0.582,24,29,0.828,3,20,23,26,12,2,20,30,109
13505,2010,Leandro Barbosa,PG,27,PHO,44,5,786,18,14,0.526,0.373,0.2,1.7,7.9,5,12.5,1.5,1.1,10.4,24.9,0.7,0.4,1.1,0.065,0.3,-2.3,-2,0,155,365,0.425,44,136,0.324,111,229,0.485,0.485,64,73,0.877,11,58,69,64,23,12,46,71,418
13506,2010,J.J. Barea,PG,25,DAL,78,18,1546,20,12.8,0.526,0.298,0.171,1.3,9.5,5.4,26.1,1.2,0.3,15.3,19.9,1,1.2,2.2,0.069,-0.6,-1.8,-2.4,-0.1,232,527,0.44,56,157,0.357,176,370,0.476,0.493,76,90,0.844,17,129,146,258,35,6,102,119,596
13507,2010,Andrea Bargnani,PF,24,TOR,80,80,2799,35,15.5,0.552,0.284,0.205,4.6,15.9,10.4,5.4,0.5,3,8.8,22.3,3.3,0.9,4.2,0.072,0.7,-1.5,-0.8,0.8,537,1143,0.47,121,325,0.372,416,818,0.509,0.523,181,234,0.774,105,388,493,93,25,111,120,215,1376
13508,2010,Matt Barnes,SF,29,ORL,81,58,2097,26,13.6,0.576,0.372,0.262,6.1,18,12.3,10.1,1.5,1.1,15.3,16.2,2.5,3.4,5.9,0.135,0.5,2.2,2.7,2.5,271,557,0.487,66,207,0.319,205,350,0.586,0.546,108,146,0.74,106,339,445,134,59,30,112,185,716
13509,2010,Earl Barron,C,28,NYK,7,6,232,33,14.7,0.508,0,0.426,14.9,22.9,18.9,5.2,0.9,1.3,12,17.9,0.3,0.2,0.4,0.091,-2.5,-1.4,-3.8,-0.1,30,68,0.441,0,0,0,30,68,0.441,0.441,22,29,0.759,31,46,77,8,4,4,11,24,82
13510,2010,Brandon Bass,PF,24,ORL,50,3,648,13,16.5,0.556,0,0.27,10,12.6,11.3,5.1,1,3.1,10.6,20.9,1,1,2,0.147,-1.5,0.5,-1,0.2,119,233,0.511,0,0,0,119,233,0.511,0.511,52,63,0.825,54,73,127,19,12,27,31,69,290
13511,2010,Tony Battie,C,33,NJN,15,0,134,9,6.1,0.405,0.1,0.25,3.3,17.1,9.9,3.7,1.6,1.1,6.3,16.2,-0.1,0.1,0,-0.014,-6.7,-1.8,-8.4,-0.2,14,40,0.35,1,4,0.25,13,36,0.361,0.363,7,10,0.7,4,19,23,3,4,2,3,19,36
13512,2010,Shane Battier,SG,31,HOU,67,62,2168,32,11.1,0.541,0.624,0.237,3.8,13.1,8.2,10.9,1.2,2.6,11.5,11.4,2.2,2.1,4.3,0.095,0.1,1.9,2.1,2.2,178,447,0.398,101,279,0.362,77,168,0.458,0.511,77,106,0.726,74,238,312,164,53,76,64,139,534
13513,2010,Nicolas Batum,SF,21,POR,37,25,918,25,17.3,0.646,0.493,0.19,4.3,14.8,9.5,8,1.4,2.2,8.5,16.4,2.4,1.1,3.5,0.181,3.2,0.6,3.8,1.3,139,268,0.519,54,132,0.409,85,136,0.625,0.619,43,51,0.843,32,109,141,44,24,25,27,83,375
13514,2010,Jerryd Bayless,SG,21,POR,74,11,1304,18,14.3,0.534,0.19,0.501,1.7,9.8,5.7,22.1,1.1,0.3,13.8,24.9,1.7,1,2.7,0.098,-0.3,-2.2,-2.5,-0.2,200,483,0.414,29,92,0.315,171,391,0.437,0.444,201,242,0.831,18,102,120,172,26,5,94,152,630
13515,2010,Michael Beasley,PF,21,MIA,78,78,2328,30,16.1,0.505,0.098,0.231,6.3,18.8,12.6,7.8,1.8,1.7,10.3,25.8,0.8,3.8,4.6,0.095,-2,0.3,-1.7,0.2,468,1040,0.45,28,102,0.275,440,938,0.469,0.463,192,240,0.8,123,375,498,100,80,49,131,221,1156
13516,2010,Rodrigue Beaubois,PG,21,DAL,56,16,700,13,18.5,0.617,0.368,0.174,2,10.7,6.4,18.6,2.1,1.3,14.4,24.7,1.1,0.8,2,0.134,2.4,-1.1,1.3,0.6,155,299,0.518,45,110,0.409,110,189,0.582,0.594,42,52,0.808,12,66,78,74,29,12,54,84,397
13517,2010,Marco Belinelli,SG,23,TOR,66,1,1121,17,12.6,0.543,0.417,0.319,1.5,8.3,5,11.8,1.9,0.3,12.2,20.1,0.9,0.2,1.2,0.049,0.4,-2.6,-2.2,-0.1,154,379,0.406,60,158,0.38,94,221,0.425,0.485,101,121,0.835,14,81,95,89,42,5,60,80,469
13518,2010,Charlie Bell,SG,30,MIL,71,39,1611,23,7.9,0.486,0.451,0.151,2.1,7.5,4.7,9.8,1.3,0.6,10.3,14.8,0.1,1.9,2,0.06,-2,0.2,-1.7,0.1,169,443,0.381,73,200,0.365,96,243,0.395,0.464,48,67,0.716,31,101,132,104,39,12,54,136,459
13519,2010,Raja Bell,SG,33,TOT,6,5,180,30,13.8,0.57,0.443,0.049,3.4,11.8,7.6,12.3,1.2,0.9,7.4,17.3,0.3,0.2,0.5,0.131,0.9,-1,-0.1,0.1,28,61,0.459,12,27,0.444,16,34,0.471,0.557,3,3,1,5,18,23,13,4,2,5,15,71
13522,2010,Jonathan Bender,SF,29,NYK,25,1,292,12,10.8,0.529,0.39,0.26,5.7,14.7,10.1,8.4,0.3,4.3,20.1,21.6,-0.2,0.2,0,-0.001,-4.1,-1.2,-5.4,-0.2,40,100,0.4,14,39,0.359,26,61,0.426,0.47,24,26,0.923,15,37,52,16,2,17,28,33,118
13523,2010,Mike Bibby,PG,31,ATL,80,80,2195,27,12.7,0.538,0.503,0.123,1.1,8.8,4.9,20.8,1.6,0.1,11.7,16.1,3,1.7,4.8,0.104,1.2,-1.5,-0.2,1,268,644,0.416,126,324,0.389,142,320,0.444,0.514,68,79,0.861,20,164,184,310,67,3,90,157,730
13524,2010,Andris Biedrins,C,23,GSW,33,29,763,23,13,0.561,0,0.182,9.1,29,18.9,10.1,1.3,4.1,17.8,10.1,0.7,0.9,1.6,0.101,-2.3,3,0.7,0.5,81,137,0.591,0,0,0,81,137,0.591,0.591,4,25,0.16,63,196,259,57,20,44,32,117,166
13525,2010,Chauncey Billups,PG,33,DEN,73,73,2490,34,20.2,0.601,0.423,0.532,1.2,9.3,5.3,26.1,1.7,0.3,13,24.3,7.7,1.7,9.5,0.182,5,-1.9,3.1,3.2,402,962,0.418,157,407,0.386,245,555,0.441,0.499,466,512,0.91,25,203,228,409,82,9,177,153,1427
13526,2010,DeJuan Blair,PF,20,SAS,82,23,1494,18,17.7,0.564,0.004,0.325,16,25.1,20.6,7.1,1.8,1.9,16.5,20.8,1.8,2.8,4.6,0.147,-0.7,1.4,0.7,1,275,495,0.556,0,2,0,275,493,0.558,0.556,88,161,0.547,200,326,526,65,50,39,112,224,638
13527,2010,Steve Blake,PG,29,TOT,80,38,2159,27,11.6,0.539,0.563,0.092,1.2,9.4,5.2,26.9,1.4,0.2,19.1,14.5,1.9,1.4,3.3,0.074,0.1,-1.6,-1.5,0.3,217,522,0.416,116,294,0.395,101,228,0.443,0.527,36,48,0.75,21,166,187,380,58,6,128,123,586
13530,2010,Andray Blatche,PF,23,WAS,81,36,2256,28,17.6,0.519,0.044,0.234,7.9,18.2,13,13.8,2,2.4,14.2,25.8,0.8,2.6,3.4,0.073,-0.6,1.2,0.6,1.5,478,999,0.478,13,44,0.295,465,955,0.487,0.485,174,234,0.744,158,351,509,170,85,71,182,218,1143
13531,2010,Keith Bogans,SF,29,SAS,79,50,1559,20,7.7,0.542,0.658,0.168,1.9,11.2,6.6,8.5,1.5,0.6,14.2,11,0.7,1.9,2.6,0.081,-1,1.1,0.1,0.8,120,298,0.403,70,196,0.357,50,102,0.49,0.52,37,50,0.74,25,151,176,95,45,12,53,156,347
13532,2010,Andrew Bogut,C,25,MIL,69,69,2229,32,20.7,0.54,0.002,0.26,10.1,26.4,17.9,10.3,0.9,6.2,11.4,23.3,2.6,4.8,7.5,0.161,-0.9,4.3,3.4,3,473,910,0.52,0,2,0,473,908,0.521,0.52,149,237,0.629,208,493,701,127,39,175,131,222,1095
13533,2010,Matt Bonner,PF,29,SAS,65,8,1161,18,14.9,0.581,0.621,0.129,5.3,16.1,10.8,9,1.4,1.5,9,17,2.1,1.6,3.7,0.153,2.1,0.5,2.5,1.3,166,372,0.446,90,231,0.39,76,141,0.539,0.567,35,48,0.729,52,162,214,68,30,24,39,109,457
13534,2010,Josh Boone,PF,25,NJN,63,28,1045,17,13.7,0.509,0,0.26,13.1,22,17.4,4.6,1.5,3.4,13,12.5,0.7,1.1,1.8,0.084,-3,1.1,-1.9,0,117,223,0.525,0,0,0,117,223,0.525,0.525,19,58,0.328,124,191,315,29,30,48,37,111,253
13535,2010,Carlos Boozer,PF,28,UTA,78,78,2673,34,21.3,0.599,0,0.35,8.2,29.9,19.4,15.8,1.6,1.1,14.3,24.8,5.3,4.6,9.9,0.178,1.5,2,3.5,3.7,617,1098,0.562,0,0,0,617,1098,0.562,0.562,285,384,0.742,181,693,874,247,84,36,212,270,1519
13536,2010,Chris Bosh,C,25,TOR,70,70,2526,36,25,0.592,0.019,0.509,9.9,25.2,17.7,11.5,0.9,2.1,10.7,28.7,7.9,1.7,9.6,0.182,3,-0.7,2.3,2.7,600,1158,0.518,8,22,0.364,592,1136,0.521,0.522,470,590,0.797,205,554,759,166,43,68,169,170,1678
13537,2010,Ryan Bowen,SF,34,OKC,1,0,8,8,31.3,1.064,0,2,14.7,14,14.3,0,6.4,0,0,10.5,0.1,0,0.1,0.509,8.3,-0.2,8.1,0,1,1,1,0,0,0,1,1,1,1,2,2,1,1,1,2,0,1,0,0,2,4
13538,2010,Earl Boykins,PG,33,WAS,67,1,1117,17,12.9,0.498,0.149,0.221,1.7,6.1,3.9,25.3,1.1,0.2,13.5,20.7,0.6,0.3,1,0.042,-1.4,-3.3,-4.7,-0.8,172,403,0.427,19,60,0.317,153,343,0.446,0.45,77,89,0.865,17,58,75,171,24,3,69,48,440
13539,2010,Elton Brand,PF,30,PHI,76,57,2297,30,15.7,0.518,0.001,0.272,9,14.7,11.8,7.9,1.9,2.7,12,21.7,1.6,1.9,3.5,0.073,-1.2,0.2,-1.1,0.5,412,858,0.48,0,1,0,412,857,0.481,0.48,172,233,0.738,179,282,461,109,82,80,131,232,996
13540,2010,Corey Brewer,SG,23,MIN,82,82,2482,30,12.1,0.502,0.25,0.27,3.1,9.6,6.3,12.5,2.4,0.9,13.4,21.5,-0.4,1.4,1,0.02,-1,-0.6,-1.6,0.2,409,949,0.431,82,237,0.346,327,712,0.459,0.474,166,256,0.648,70,209,279,193,117,29,164,224,1066
13541,2010,Ronnie Brewer,SG,24,TOT,58,53,1742,30,12.5,0.524,0.072,0.31,3.1,9.4,6.4,12.7,2.7,0.7,9.8,13.9,1.6,2.2,3.7,0.103,-0.5,1.6,1.1,1.4,209,429,0.487,8,31,0.258,201,398,0.505,0.497,85,133,0.639,45,142,187,154,91,15,53,80,511
13544,2010,Primoz Brezec,C,30,TOT,21,0,95,5,4.9,0.332,0,0.231,14.2,16.3,15.2,1.6,0.6,2.5,6.5,14.6,-0.1,0.1,0,-0.007,-7.2,-2.4,-9.5,-0.2,9,26,0.346,0,0,0,9,26,0.346,0.346,1,6,0.167,12,13,25,1,1,3,2,19,19
13547,2010,Jon Brockman,PF,22,SAC,52,4,654,13,12.4,0.564,0,0.602,18.2,19.2,18.7,4.8,1.2,0.6,15,10.4,1.2,0.5,1.7,0.125,-0.4,-0.4,-0.8,0.2,55,103,0.534,0,0,0,55,103,0.534,0.534,37,62,0.597,105,108,213,22,15,5,23,115,147
13548,2010,Aaron Brooks,PG,25,HOU,82,82,2919,36,16,0.549,0.394,0.224,2,6.6,4.2,25.6,1.2,0.3,13.7,25.7,3.9,1.6,5.5,0.091,2.7,-2.5,0.2,1.6,575,1331,0.432,209,525,0.398,366,806,0.454,0.511,245,298,0.822,54,161,215,434,69,14,232,199,1604
13549,2010,Bobby Brown,PG,25,TOT,45,0,519,12,9.3,0.441,0.414,0.063,2,6.6,4.3,27.5,1.5,0.1,15.9,25.4,-0.7,0.2,-0.5,-0.05,-2.6,-4,-6.6,-0.6,88,237,0.371,26,98,0.265,62,139,0.446,0.426,13,15,0.867,9,29,38,88,15,1,46,42,215
13552,2010,Derrick Brown,SF,22,CHA,57,0,535,9,12.6,0.52,0.048,0.49,7.1,10.4,8.8,6,2.1,1.5,9.6,17.2,0.5,0.8,1.3,0.114,-2.5,0.3,-2.2,0,68,147,0.463,2,7,0.286,66,140,0.471,0.469,48,72,0.667,31,47,78,19,21,10,19,53,186
13553,2010,Devin Brown,SG,31,TOT,50,37,1060,21,10,0.5,0.454,0.238,3.2,10.6,6.8,9.1,1.6,0.4,13.5,19.8,-0.2,0.6,0.4,0.017,-1.6,-1.4,-3,-0.3,136,361,0.377,58,164,0.354,78,197,0.396,0.457,69,86,0.802,29,95,124,65,33,6,62,72,399
13556,2010,Kwame Brown,C,27,DET,48,1,660,14,7.9,0.47,0.008,0.79,9.1,24.3,16.2,5.1,1.2,1.5,20.5,14.7,-0.6,0.5,-0.1,-0.009,-5.3,-0.3,-5.6,-0.6,62,124,0.5,0,1,0,62,123,0.504,0.5,33,98,0.337,53,124,177,22,15,12,43,93,157
13557,2010,Shannon Brown,SG,24,LAL,82,7,1700,21,12.4,0.517,0.319,0.204,2,10,6,9.9,1.7,1.4,9.4,18.8,1.1,2.3,3.4,0.096,-1.3,-0.1,-1.4,0.3,253,592,0.427,62,189,0.328,191,403,0.474,0.48,99,121,0.818,30,153,183,108,57,31,67,129,667
13558,2010,Kobe Bryant,SG,31,LAL,73,73,2835,39,21.9,0.545,0.192,0.345,3.1,12.2,7.7,23.8,2.1,0.5,11.4,32.3,5.4,4,9.4,0.16,3.6,-0.1,3.6,4,716,1569,0.456,99,301,0.329,617,1268,0.487,0.488,439,541,0.811,78,313,391,365,113,20,233,187,1970
13559,2010,Chase Budinger,SF,21,HOU,74,4,1488,20,14.1,0.545,0.441,0.154,2.8,14.6,8.5,9.7,1.2,0.5,7.4,19.4,1.9,1.2,3.1,0.1,0.3,-1.5,-1.1,0.3,249,565,0.441,92,249,0.369,157,316,0.497,0.522,67,87,0.77,38,182,220,88,34,11,48,85,657
13560,2010,Caron Butler,SF-SG,29,TOT,74,74,2783,38,13.7,0.507,0.138,0.3,4.3,14.9,9.5,9.2,2.2,0.7,11.9,22.1,0.6,2.9,3.5,0.061,-1.1,0.4,-0.6,1,450,1051,0.428,42,145,0.29,408,906,0.45,0.448,264,315,0.838,104,357,461,156,116,24,160,193,1206
13563,2010,Rasual Butler,SF,30,LAC,82,64,2702,33,10.7,0.524,0.497,0.167,1.7,8.7,5.1,6.8,0.7,1.9,7.8,17,1.8,0.9,2.7,0.048,-0.4,-1.1,-1.6,0.3,356,870,0.409,145,432,0.336,211,438,0.482,0.493,122,145,0.841,39,201,240,116,36,68,79,121,979
13564,2010,Andrew Bynum,C,22,LAL,65,65,1977,30,20.2,0.608,0.001,0.379,10.1,20.4,15.3,5.8,0.9,3.6,12.5,20.8,4.4,3.4,7.8,0.188,0.2,1.3,1.4,1.7,392,688,0.57,0,1,0,392,687,0.571,0.57,193,261,0.739,177,364,541,68,35,94,115,193,977
13565,2010,Will Bynum,PG,27,DET,63,20,1667,26,13.8,0.513,0.103,0.333,1.6,9.2,5.2,28.2,1.8,0.4,15.8,20.1,1.3,0.6,1.9,0.054,-0.6,-2,-2.5,-0.2,237,534,0.444,12,55,0.218,225,479,0.47,0.455,142,178,0.798,24,118,142,283,55,7,115,143,628
13566,2010,Jose Calderon,PG,28,TOR,68,39,1817,27,16.5,0.569,0.301,0.183,1.5,7.5,4.6,33.8,1.3,0.3,13.9,17.9,4.2,0,4.2,0.111,2.7,-3.4,-0.6,0.6,274,568,0.482,68,171,0.398,206,397,0.519,0.542,83,104,0.798,23,119,142,404,47,7,99,135,699
13567,2010,Marcus Camby,PF-C,35,TOT,74,74,2314,31,17.9,0.501,0.014,0.244,12.7,31.9,22.2,12.3,2.2,4.8,14.1,12.8,2.5,4.3,6.8,0.142,-1,5.5,4.5,3.8,238,501,0.475,2,7,0.286,236,494,0.478,0.477,78,122,0.639,249,622,871,186,95,146,91,161,556
13570,2010,Brian Cardinal,PF,32,MIN,29,0,267,9,6.9,0.546,0.25,0.5,2.9,9.4,6.1,12.3,1.7,0.8,13.7,8.3,0.3,0.1,0.4,0.071,-2.5,-0.4,-2.9,-0.1,14,36,0.389,3,9,0.333,11,27,0.407,0.431,17,18,0.944,7,22,29,24,9,3,7,56,48
13571,2010,Rodney Carney,SG,25,PHI,68,0,857,13,12.7,0.515,0.479,0.223,3.5,15.5,9.4,6.7,1.5,1.8,6.3,17.6,0.9,0.6,1.5,0.082,-0.8,-1.9,-2.7,-0.1,113,282,0.401,41,135,0.304,72,147,0.49,0.473,52,63,0.825,26,111,137,37,25,20,21,79,319
13572,2010,DeMarre Carroll,SF,23,MEM,71,1,795,11,8.5,0.426,0.027,0.239,7.8,14.3,11,5.9,1.8,0.9,8.9,14.8,-0.1,0.6,0.5,0.031,-3.4,-0.7,-4.1,-0.4,88,222,0.396,0,6,0,88,216,0.407,0.396,33,53,0.623,53,97,150,33,28,9,24,107,209
13573,2010,Matt Carroll,SG,29,DAL,25,0,121,5,7.1,0.437,0.38,0.12,3.8,7.5,5.7,7.7,2.1,0,11.7,22.7,-0.2,0.1,-0.1,-0.029,-4.1,-2.5,-6.6,-0.1,18,50,0.36,4,19,0.211,14,31,0.452,0.4,6,6,1,4,8,12,6,5,0,7,13,46
13574,2010,Anthony Carter,PG,34,DEN,54,7,859,16,10.3,0.482,0.348,0.072,2.3,9.6,6,26.6,2.3,1.1,23.7,12.6,0.1,0.8,0.9,0.051,-2,-0.2,-2.2,0,76,181,0.42,17,63,0.27,59,118,0.5,0.467,11,13,0.846,17,72,89,160,39,13,58,72,180
13575,2010,Vince Carter,SG,33,ORL,75,74,2310,31,17.1,0.541,0.319,0.301,1.7,12.6,7.3,17.8,1.2,0.6,8.4,25.2,4.4,3,7.4,0.154,1.9,-0.1,1.7,2.2,434,1015,0.428,119,324,0.367,315,691,0.456,0.486,257,306,0.84,33,260,293,236,53,18,106,189,1244
13576,2010,Omri Casspi,SF,21,SAC,77,31,1931,25,13,0.529,0.302,0.259,4.4,16.5,10.4,7.7,1.4,0.6,11.6,19.4,1.1,1.4,2.5,0.063,-1,-1.1,-2.1,-0.1,300,672,0.446,75,203,0.369,225,469,0.48,0.502,117,174,0.672,75,274,349,95,54,17,98,125,792
